Machine_ID,Temperature,Vibration,RPM,Humidity,Power,Running_Hours,Status
LOOM3740,47.56,6.32,1091,54.18,6.49,2460,Critical
LOOM3741,47.82,5.52,1103,50.21,6.17,2347,Critical
LOOM3742,46.1,5.92,1114,50.39,6.5,1648,Critical
LOOM3743,46.34,6.29,1122,53.98,6.5,1996,Critical
LOOM3744,47.86,6.35,1081,50.83,6.87,2297,Critical
LOOM3745,46.85,5.68,1097,52.09,6.57,1775,Critical
LOOM3746,48.44,5.52,1135,53.67,6.27,1224,Critical
LOOM3747,49.9,5.01,1123,51.14,6.87,2481,Critical
LOOM3748,49.43,6.45,1114,50.87,6.39,1770,Critical
LOOM3749,46.17,7.34,1082,54.18,6.03,1651,Critical
LOOM3750,47.38,5.23,1134,50.25,6.49,2500,Critical
LOOM3751,47.05,5.28,1108,52.28,6.96,2270,Critical
LOOM3752,46.31,5.64,1086,51.98,6.38,2310,Critical
LOOM3753,48.76,7.53,1124,54.39,6.26,2048,Critical
LOOM3754,49.25,5.39,1129,53.78,6.4,1337,Critical
LOOM3755,46.84,5.89,1091,52.6,6.82,2447,Critical
LOOM3756,47.86,7.82,1099,52.26,6.92,1541,Critical
LOOM3757,47.88,5.33,1119,51.67,6.7,2351,Critical
LOOM3758,46.93,5.87,1110,51.82,6.75,2077,Critical
LOOM3759,45.17,7.7,1109,53.53,6.44,2070,Critical
LOOM3760,47.96,5.74,1083,51.98,6.64,1632,Critical
LOOM3761,45.11,6.21,1095,52.74,6.14,1575,Critical
LOOM3762,47.1,7.66,1140,54.56,6.64,1366,Critical
LOOM3763,48.07,7.31,1137,52.54,6.51,1873,Critical
LOOM3764,46.09,7.28,1085,51.94,6.75,2372,Critical
LOOM3765,47.07,5.91,1101,53.48,6.69,2231,Critical
LOOM3766,48.78,7.96,1083,53.71,6.31,1860,Critical
LOOM3767,49.24,7.53,1118,52.86,6.14,1441,Critical
LOOM3768,48.47,5.18,1134,53.82,6.76,2316,Critical
LOOM3769,49.32,7.05,1136,50.15,6.39,1582,Critical
LOOM3770,49.19,7.29,1131,53.82,6.58,1230,Critical
LOOM3771,47.37,7.83,1102,53.83,6.51,2460,Critical
LOOM3772,45.4,7.99,1100,52.45,6.56,2057,Critical
LOOM3773,48.51,7.9,1106,53.86,6.23,1385,Critical
LOOM3774,47.29,7.74,1080,52.67,6.82,1830,Critical
LOOM3775,48.05,5.51,1117,50.79,6.21,2411,Critical
LOOM3776,47.68,7.86,1110,54.86,6.09,1686,Critical
LOOM3777,49.79,5.91,1082,50.56,6.36,2358,Critical
LOOM3778,48.05,6.26,1083,54.97,6.6,1330,Critical
LOOM3779,48.08,7.46,1136,50.95,6.37,2443,Critical
LOOM3780,47.65,7.88,1114,51.16,6.91,1769,Critical
LOOM3781,48.29,5.74,1086,53.49,6.78,1354,Critical
LOOM3782,47.33,6.62,1133,52.36,6.86,1211,Critical
LOOM3783,46.93,6.13,1114,53.32,6.68,1903,Critical
LOOM3784,49.42,6.58,1086,50.51,6.65,1717,Critical
LOOM3785,49.41,6.74,1098,54.51,6.65,1390,Critical
LOOM3786,46.64,5.6,1137,53.87,6.11,1311,Critical
LOOM3787,49.68,7.93,1132,53.15,6.04,1298,Critical
LOOM3788,46.02,6.54,1084,52.59,6.9,1334,Critical
LOOM3789,47.27,6.21,1101,53.0,6.41,1556,Critical
LOOM3790,48.26,7.31,1118,54.21,6.33,1261,Critical
LOOM3791,48.3,5.06,1098,52.58,6.66,1894,Critical
LOOM3792,49.76,5.55,1139,53.16,6.09,2058,Critical
LOOM3793,47.7,6.27,1094,53.6,6.88,1988,Critical
LOOM3794,49.29,5.51,1140,52.03,6.13,2341,Critical
LOOM3795,45.17,5.4,1082,51.2,6.12,1316,Critical
LOOM3796,48.18,7.41,1133,50.97,6.9,1741,Critical
LOOM3797,46.4,5.66,1128,53.15,6.18,1718,Critical
LOOM3798,46.67,6.57,1142,54.5,6.08,1222,Critical
LOOM3799,48.68,5.89,1098,51.49,6.66,1965,Critical
LOOM3800,46.07,6.79,1091,54.69,6.16,1656,Critical
LOOM3801,47.29,5.75,1103,52.76,6.27,2124,Critical
LOOM3802,47.03,7.45,1087,51.25,6.38,2119,Critical
LOOM3803,45.0,7.75,1117,51.21,6.32,1831,Critical
LOOM3804,45.21,6.06,1134,51.28,6.75,2291,Critical
LOOM3805,49.08,7.37,1115,53.4,6.97,2019,Critical
LOOM3806,49.14,5.82,1145,52.73,6.12,2367,Critical
LOOM3807,47.26,6.5,1127,51.38,6.71,2041,Critical
LOOM3808,45.76,5.59,1096,51.15,6.04,2025,Critical
LOOM3809,49.03,6.81,1132,51.42,6.07,1963,Critical
LOOM3810,47.91,6.7,1142,54.84,6.86,1556,Critical
LOOM3811,45.67,5.15,1112,50.93,6.52,1577,Critical
LOOM3812,45.83,6.23,1096,50.06,6.42,1348,Critical
LOOM3813,49.83,7.85,1132,50.88,6.89,1972,Critical
LOOM3814,48.05,6.77,1099,52.94,6.74,2322,Critical
LOOM3815,46.24,5.96,1141,54.33,6.4,2254,Critical
LOOM3816,47.32,6.49,1103,51.86,6.78,1225,Critical
LOOM3817,46.51,5.74,1102,50.24,6.95,1715,Critical
LOOM3818,49.48,7.44,1092,51.64,6.6,1588,Critical
LOOM3819,49.88,6.8,1099,54.96,6.4,1260,Critical
LOOM3820,45.02,5.2,1118,50.25,6.98,2155,Critical
LOOM3821,49.65,5.44,1088,54.78,6.3,1664,Critical
LOOM3822,49.26,7.61,1089,51.09,6.12,1618,Critical
LOOM3823,47.58,6.72,1121,50.76,6.64,2313,Critical
LOOM3824,47.35,5.1,1135,53.22,6.83,1985,Critical
LOOM3825,46.49,7.23,1097,51.48,6.01,2471,Critical
LOOM3826,49.85,6.95,1087,52.59,6.23,1675,Critical
LOOM3827,45.15,7.8,1134,52.14,6.94,1409,Critical
LOOM3828,48.11,5.78,1131,50.63,6.94,2316,Critical
LOOM3829,49.61,7.94,1084,53.25,6.86,2023,Critical
LOOM3830,47.67,7.64,1090,52.37,6.36,2486,Critical
LOOM3831,49.68,6.35,1132,52.05,6.94,2081,Critical
LOOM3832,47.86,7.93,1099,53.79,6.65,1794,Critical
LOOM3833,49.25,5.02,1111,53.98,6.31,1727,Critical
LOOM3834,45.6,5.49,1108,54.82,6.66,2187,Critical
LOOM3835,48.3,5.95,1131,50.48,6.05,2203,Critical
LOOM3836,47.48,6.93,1089,52.48,6.97,1327,Critical
LOOM3837,46.13,5.26,1102,54.83,6.15,1883,Critical
LOOM3838,49.17,7.23,1089,52.95,6.52,1596,Critical
LOOM3839,46.05,5.12,1118,53.66,6.81,1835,Critical
LOOM3840,46.38,6.35,1080,53.9,6.49,1252,Critical
LOOM3841,47.22,7.88,1133,54.33,6.77,1845,Critical
LOOM3842,49.93,7.77,1080,53.46,6.47,1858,Critical
LOOM3843,45.38,7.27,1089,53.93,6.63,2341,Critical
LOOM3844,49.27,7.92,1091,52.42,6.24,1540,Critical
LOOM3845,49.32,6.78,1090,51.34,6.38,1723,Critical
LOOM3846,45.19,7.44,1125,52.54,6.34,2315,Critical
LOOM3847,48.71,7.19,1092,51.6,6.84,1733,Critical
LOOM3848,46.36,7.4,1130,53.35,6.25,1439,Critical
LOOM3849,49.61,5.14,1142,54.11,6.0,1783,Critical
LOOM3850,45.06,5.74,1081,53.58,6.32,1838,Critical
LOOM3851,45.59,5.83,1082,54.97,6.25,2318,Critical
LOOM3852,45.75,5.24,1083,53.4,6.59,2006,Critical
LOOM3853,48.84,7.3,1085,51.19,6.37,2314,Critical
LOOM3854,47.77,7.05,1115,53.14,6.69,1243,Critical
LOOM3855,48.3,6.6,1081,50.76,6.32,2445,Critical
LOOM3856,48.49,5.27,1128,51.41,6.44,2429,Critical
LOOM3857,46.03,5.61,1110,51.71,6.42,1609,Critical
LOOM3858,45.28,5.57,1139,51.5,6.85,2230,Critical
LOOM3859,49.54,7.7,1135,52.44,6.51,2439,Critical
LOOM3860,47.79,7.98,1085,52.98,6.04,1440,Critical
LOOM3861,48.0,6.85,1116,54.33,6.08,1608,Critical
LOOM3862,48.4,7.73,1129,51.89,6.1,2300,Critical
LOOM3863,46.38,6.02,1086,51.71,6.8,1693,Critical
LOOM3864,45.93,5.36,1131,50.16,6.99,1525,Critical
LOOM3865,45.73,5.94,1140,53.39,6.48,1758,Critical
LOOM3866,46.82,5.84,1141,53.63,6.96,1316,Critical
LOOM3867,49.32,7.04,1097,54.59,6.9,1363,Critical
LOOM3868,47.22,5.19,1129,53.73,6.82,2372,Critical
LOOM3869,46.69,5.73,1114,52.11,6.79,1993,Critical
LOOM3870,49.99,5.4,1132,50.9,6.33,2380,Critical
LOOM3871,46.88,5.01,1109,54.88,6.14,1987,Critical
LOOM3872,45.37,6.6,1082,50.65,6.49,2337,Critical
LOOM3873,49.54,5.02,1129,52.58,6.05,1306,Critical
LOOM3874,46.97,5.12,1130,51.19,6.83,1959,Critical
LOOM3875,45.22,7.19,1091,53.23,6.43,1216,Critical
LOOM3876,48.12,6.76,1081,54.3,6.59,2413,Critical
LOOM3877,45.59,5.49,1110,53.2,6.14,1477,Critical
LOOM3878,45.12,5.79,1100,53.44,6.77,2142,Critical
LOOM3879,48.78,6.71,1126,51.16,6.11,1582,Critical
LOOM3880,49.85,5.12,1135,50.21,6.86,2149,Critical
LOOM3881,46.74,7.44,1143,54.67,6.66,1727,Critical
LOOM3882,49.06,7.94,1097,50.22,6.29,2340,Critical
LOOM3883,49.81,5.84,1116,54.63,6.23,1385,Critical
LOOM3884,45.62,5.05,1095,53.59,6.6,1912,Critical
LOOM3885,48.15,6.59,1116,54.43,6.85,1876,Critical
LOOM3886,46.99,6.22,1101,52.99,6.69,1505,Critical
LOOM3887,45.62,6.85,1086,51.57,6.41,1224,Critical
LOOM3888,46.17,7.43,1093,54.05,6.84,1834,Critical
LOOM3889,47.71,5.09,1081,51.48,6.86,1515,Critical
LOOM3890,48.79,7.71,1131,50.08,6.2,1328,Critical
LOOM3891,46.83,6.1,1089,51.87,6.2,1208,Critical
LOOM3892,45.34,5.69,1091,52.12,6.81,1847,Critical
LOOM3893,47.12,6.04,1136,52.86,6.37,1567,Critical
LOOM3894,46.28,5.23,1111,52.95,6.31,2361,Critical
LOOM3895,46.33,7.13,1113,53.66,6.37,1398,Critical
LOOM3896,48.4,5.96,1139,52.92,6.32,2142,Critical
LOOM3897,45.62,7.8,1090,53.79,6.93,2378,Critical
LOOM3898,47.66,6.3,1118,54.24,6.4,1639,Critical
LOOM3899,47.15,6.17,1095,52.77,6.19,1860,Critical
LOOM3900,48.57,6.48,1138,51.98,6.95,1966,Critical
LOOM3901,48.43,5.15,1103,54.85,6.99,2179,Critical
LOOM3902,49.24,7.4,1091,52.71,6.24,1212,Critical
LOOM3903,49.03,5.3,1103,50.82,6.6,2085,Critical
LOOM3904,47.44,5.65,1098,53.45,6.6,2181,Critical
LOOM3905,46.06,7.05,1106,52.83,6.86,1792,Critical
LOOM3906,46.3,5.56,1097,51.61,6.76,2008,Critical
LOOM3907,49.67,7.69,1138,51.88,6.86,1582,Critical
LOOM3908,46.29,6.32,1110,53.11,6.71,1658,Critical
LOOM3909,48.6,7.6,1098,50.23,6.24,1573,Critical
LOOM3910,45.11,5.28,1080,50.33,6.62,1666,Critical
LOOM3911,48.81,5.53,1115,51.47,6.21,1808,Critical
LOOM3912,47.47,5.21,1099,54.45,6.01,2189,Critical
LOOM3913,46.66,5.96,1090,51.64,6.27,1900,Critical
LOOM3914,45.63,6.17,1136,51.62,6.57,2447,Critical
LOOM3915,48.11,5.61,1108,50.62,6.0,2005,Critical
LOOM3916,48.94,7.95,1107,53.37,6.18,2085,Critical
LOOM3917,49.96,7.17,1099,54.57,6.49,2157,Critical
LOOM3918,47.33,5.61,1089,52.07,6.73,1269,Critical
LOOM3919,49.77,6.21,1118,53.65,6.03,2107,Critical
LOOM3920,45.02,6.68,1086,51.19,6.8,1886,Critical
LOOM3921,48.07,5.51,1144,53.98,6.14,1789,Critical
LOOM3922,45.42,7.47,1140,53.96,6.3,1309,Critical
LOOM3923,45.66,6.49,1082,53.38,6.87,2169,Critical
LOOM3924,48.91,6.1,1101,52.14,6.42,1960,Critical
LOOM3925,47.85,5.01,1135,54.15,6.01,1281,Critical
LOOM3926,46.23,6.21,1145,53.31,6.36,2026,Critical
LOOM3927,49.42,7.39,1132,53.64,6.28,2117,Critical
LOOM3928,46.34,6.79,1106,50.52,6.93,2402,Critical
LOOM3929,48.49,6.71,1142,53.74,6.84,1768,Critical
LOOM3930,49.21,6.79,1089,51.29,6.91,2236,Critical
LOOM3931,47.14,6.77,1120,54.07,6.01,1777,Critical
LOOM3932,47.99,7.4,1106,50.71,6.42,2093,Critical
LOOM3933,46.48,5.38,1108,54.88,6.26,1980,Critical
LOOM3934,45.51,5.3,1089,53.3,6.91,1874,Critical
LOOM3935,48.08,6.69,1123,51.14,6.02,1349,Critical
LOOM3936,45.91,6.35,1100,50.69,6.19,2411,Critical
LOOM3937,49.86,7.11,1118,54.7,6.3,1530,Critical
LOOM3938,46.71,7.15,1144,53.48,6.06,2251,Critical
LOOM3939,48.87,6.58,1096,51.03,6.53,2318,Critical
LOOM3940,48.24,5.17,1117,50.34,6.52,1987,Critical
LOOM3941,48.49,7.96,1105,53.49,6.26,1957,Critical
LOOM3942,47.0,6.4,1114,51.96,6.75,1864,Critical
LOOM3943,47.58,7.06,1114,52.84,6.8,1594,Critical
LOOM3944,49.42,6.62,1080,54.28,6.86,2110,Critical
LOOM3945,45.77,6.18,1095,50.25,6.54,2375,Critical
LOOM3946,49.4,6.25,1129,52.0,6.01,2057,Critical
LOOM3947,46.61,7.7,1137,53.42,6.41,1768,Critical
LOOM3948,46.65,7.0,1131,51.61,6.75,1934,Critical
LOOM3949,49.44,6.06,1102,51.27,6.43,1211,Critical
LOOM3950,45.03,6.16,1137,51.69,6.79,2049,Critical
LOOM3951,49.04,7.57,1117,53.42,6.36,2049,Critical
LOOM3952,46.91,5.77,1093,50.77,6.89,1819,Critical
LOOM3953,46.3,7.31,1140,54.66,6.0,1613,Critical
LOOM3954,46.01,6.22,1134,50.08,6.78,1851,Critical
LOOM3955,49.1,7.6,1088,52.26,6.96,2036,Critical
LOOM3956,45.97,7.65,1118,54.05,6.27,1634,Critical
LOOM3957,47.56,6.23,1102,50.23,6.69,1299,Critical
LOOM3958,47.7,7.21,1108,50.15,6.61,1769,Critical
LOOM3959,48.73,5.64,1081,52.92,6.43,1335,Critical
LOOM3960,49.12,6.43,1142,54.34,6.92,2379,Critical
LOOM3961,49.39,5.4,1114,51.68,6.15,1750,Critical
LOOM3962,45.55,6.09,1114,52.63,6.3,1286,Critical
LOOM3963,47.32,6.06,1128,53.76,6.49,2243,Critical
LOOM3964,49.87,5.04,1121,52.49,6.64,1656,Critical
LOOM3965,47.87,7.03,1123,52.92,6.63,2323,Critical
LOOM3966,45.23,6.97,1135,50.01,6.72,1713,Critical
LOOM3967,46.35,6.95,1085,54.01,6.97,1924,Critical
LOOM3968,49.56,6.8,1097,51.66,6.28,1235,Critical
LOOM3969,47.34,7.53,1099,50.2,6.1,2101,Critical
LOOM3970,48.32,6.41,1135,52.3,6.61,1432,Critical
LOOM3971,48.28,5.2,1134,53.69,6.99,2270,Critical
LOOM3972,48.61,5.6,1144,52.61,6.72,2441,Critical
LOOM3973,46.6,6.92,1130,53.48,6.81,1766,Critical
LOOM3974,45.53,6.26,1111,53.23,6.22,2079,Critical
LOOM3975,45.16,6.93,1128,53.58,6.76,1539,Critical
LOOM3976,47.3,7.52,1117,54.64,6.21,2108,Critical
LOOM3977,45.96,5.01,1131,50.91,6.59,1377,Critical
LOOM3978,46.86,7.95,1091,52.34,6.5,1803,Critical
LOOM3979,48.89,7.66,1126,54.11,6.56,2048,Critical
LOOM3980,48.11,6.78,1082,54.67,6.93,1682,Critical
LOOM3981,45.67,7.17,1108,53.27,6.12,2479,Critical
LOOM3982,47.51,6.74,1099,54.42,6.23,2373,Critical
LOOM3983,45.28,7.13,1134,51.58,6.27,2310,Critical
LOOM3984,48.14,6.34,1115,54.05,6.98,2389,Critical
LOOM3985,46.61,5.78,1136,52.1,6.31,1614,Critical
LOOM3986,47.97,5.23,1085,54.21,6.75,2147,Critical
LOOM3987,47.57,6.06,1088,51.6,6.6,2342,Critical
LOOM3988,47.91,6.11,1129,50.84,6.83,1630,Critical
LOOM3989,47.53,6.65,1136,52.06,6.53,1518,Critical
LOOM3990,49.8,7.06,1131,50.4,6.24,2017,Critical
LOOM3991,48.41,5.54,1083,53.16,6.33,1380,Critical
LOOM3992,47.74,7.42,1092,50.77,6.57,2305,Critical
LOOM3993,47.61,6.16,1092,52.55,6.13,1254,Critical
LOOM3994,48.24,6.47,1131,51.94,6.76,2420,Critical
LOOM3995,45.18,5.36,1138,52.93,6.22,1500,Critical
LOOM3996,47.95,5.43,1109,51.12,6.91,2247,Critical
LOOM3997,48.31,7.55,1118,53.04,6.45,1294,Critical
LOOM3998,46.21,5.95,1133,52.45,6.46,2457,Critical
LOOM3999,47.07,6.56,1108,54.98,6.19,1925,Critical
LOOM4000,48.45,5.04,1142,52.21,6.74,1549,Critical
LOOM4001,49.2,6.97,1107,50.5,6.33,2494,Critical
LOOM4002,45.21,7.53,1120,52.2,6.91,1932,Critical
LOOM4003,45.63,5.28,1141,53.09,6.68,1655,Critical
LOOM4004,47.58,7.13,1115,51.32,6.31,2242,Critical
LOOM4005,47.69,5.31,1089,51.56,6.31,2189,Critical
LOOM4006,49.75,6.95,1093,53.76,6.94,1860,Critical
LOOM4007,49.25,5.6,1136,50.57,6.63,2005,Critical
LOOM4008,49.1,7.33,1089,53.72,6.58,2096,Critical
LOOM4009,49.39,6.35,1137,52.69,6.87,1491,Critical
LOOM4010,46.16,7.92,1114,51.79,6.51,1739,Critical
LOOM4011,47.06,6.42,1117,50.12,6.76,1674,Critical
LOOM4012,49.1,6.27,1134,54.77,6.81,1335,Critical
LOOM4013,47.16,7.81,1120,52.4,6.76,2236,Critical
LOOM4014,48.31,7.61,1125,52.91,6.5,2127,Critical
LOOM4015,48.53,5.48,1098,53.31,6.23,2242,Critical
LOOM4016,46.97,6.68,1106,53.55,6.14,1381,Critical
LOOM4017,46.66,6.1,1118,53.21,7.0,1664,Critical
LOOM4018,46.13,5.9,1128,54.27,6.74,1341,Critical
LOOM4019,47.75,6.88,1112,52.69,6.58,1996,Critical
LOOM4020,45.12,6.4,1106,51.5,6.79,2164,Critical
LOOM4021,48.55,6.17,1095,51.73,6.63,1930,Critical
LOOM4022,47.72,6.95,1142,51.34,6.93,2448,Critical
LOOM4023,45.57,5.19,1080,51.68,6.95,1539,Critical
LOOM4024,45.38,6.99,1131,52.82,6.07,1787,Critical
LOOM4025,49.46,5.3,1118,54.19,6.67,1991,Critical
LOOM4026,48.5,5.18,1112,54.09,6.2,2197,Critical
LOOM4027,49.05,5.86,1096,52.96,6.72,1456,Critical
LOOM4028,47.68,5.87,1110,54.86,6.77,1258,Critical
LOOM4029,49.06,6.27,1124,54.85,6.75,2377,Critical
LOOM4030,48.63,6.76,1103,50.58,6.89,2051,Critical
LOOM4031,46.89,6.38,1128,54.95,6.41,1359,Critical
LOOM4032,45.01,7.99,1130,54.58,6.28,1265,Critical
LOOM4033,45.67,7.55,1096,50.67,6.7,1650,Critical
LOOM4034,46.34,6.77,1085,50.36,6.99,2096,Critical
LOOM4035,49.86,6.66,1133,52.44,6.62,1233,Critical
LOOM4036,45.47,7.59,1089,51.64,6.64,1765,Critical
LOOM4037,49.07,5.36,1117,50.13,6.16,1702,Critical
LOOM4038,48.88,6.05,1138,51.52,6.4,1938,Critical
LOOM4039,47.17,5.92,1128,54.07,6.11,1985,Critical
LOOM4040,46.23,7.25,1128,51.09,6.57,1930,Critical
LOOM4041,48.68,6.93,1122,51.78,6.76,1574,Critical
LOOM4042,47.43,6.32,1113,54.06,6.3,1292,Critical
LOOM4043,45.13,7.78,1121,50.01,6.18,1885,Critical
LOOM4044,46.72,7.19,1106,54.16,6.78,1755,Critical
LOOM4045,48.9,7.78,1112,54.38,6.4,1488,Critical
LOOM4046,45.9,7.73,1109,52.86,6.3,1693,Critical
LOOM4047,49.78,5.2,1126,51.38,6.73,1371,Critical
LOOM4048,46.87,6.45,1105,50.74,6.09,1733,Critical
LOOM4049,48.48,6.77,1139,52.95,6.32,1330,Critical
LOOM4050,45.67,7.06,1117,50.07,6.32,1699,Critical
LOOM4051,47.2,6.95,1134,50.47,6.19,2282,Critical
LOOM4052,49.02,6.51,1087,50.5,6.7,2183,Critical
LOOM4053,49.83,5.26,1106,52.91,6.32,1332,Critical
LOOM4054,46.25,6.3,1132,50.85,6.1,1230,Critical
LOOM4055,47.43,6.65,1138,50.49,6.62,2030,Critical
LOOM4056,48.15,5.96,1118,50.64,6.76,1308,Critical
LOOM4057,47.03,6.64,1080,50.71,6.43,2384,Critical
LOOM4058,48.28,5.73,1089,51.86,6.26,1601,Critical
LOOM4059,45.06,5.1,1103,50.98,6.19,2228,Critical
LOOM4060,47.16,6.01,1122,54.55,6.02,1868,Critical
LOOM4061,49.58,5.41,1116,53.7,6.1,1514,Critical
LOOM4062,45.14,6.23,1084,50.52,6.08,1854,Critical
LOOM4063,48.69,6.7,1082,50.48,6.86,2069,Critical
LOOM4064,49.46,5.62,1098,50.64,6.85,1769,Critical
LOOM4065,45.19,7.97,1109,54.35,6.59,1577,Critical
LOOM4066,48.32,5.14,1128,50.7,6.03,2457,Critical
LOOM4067,48.79,7.55,1094,53.79,6.26,1828,Critical
LOOM4068,46.05,6.73,1104,51.14,6.17,1571,Critical
LOOM4069,47.59,7.87,1094,53.98,6.16,2424,Critical
LOOM4070,46.27,7.5,1132,53.4,6.33,1643,Critical
LOOM4071,46.52,6.5,1118,53.86,6.3,2106,Critical
LOOM4072,47.14,5.01,1113,52.92,6.43,1595,Critical
LOOM4073,46.34,7.24,1125,51.24,6.75,2169,Critical
LOOM4074,48.13,7.6,1111,51.38,6.57,2480,Critical
LOOM4075,46.8,6.87,1109,51.78,6.83,1388,Critical
LOOM4076,46.67,5.53,1129,54.91,6.4,1880,Critical
LOOM4077,47.81,5.2,1142,53.82,6.39,1522,Critical
LOOM4078,46.85,5.74,1145,50.3,6.92,2052,Critical
LOOM4079,46.5,5.8,1127,51.1,6.4,2391,Critical
LOOM4080,48.49,5.48,1136,53.89,6.95,2006,Critical
LOOM4081,47.17,5.95,1109,51.69,6.56,2035,Critical
LOOM4082,45.64,6.9,1123,53.74,6.15,1614,Critical
LOOM4083,49.39,7.12,1129,52.47,6.59,1809,Critical
LOOM4084,45.52,6.42,1100,53.2,6.86,2056,Critical
LOOM4085,49.75,7.23,1108,51.62,6.21,1786,Critical
LOOM4086,47.05,5.99,1134,51.23,6.58,2045,Critical
LOOM4087,48.92,6.18,1098,51.48,6.47,1684,Critical
LOOM4088,48.08,7.26,1089,52.08,6.35,1659,Critical
LOOM4089,48.37,6.5,1092,51.97,6.78,1602,Critical
LOOM4090,48.47,5.27,1111,50.12,6.81,2170,Critical
LOOM4091,45.65,5.18,1101,53.88,6.77,1395,Critical
LOOM4092,46.37,6.84,1141,54.79,6.9,1239,Critical
LOOM4093,47.78,5.42,1115,52.87,6.12,1450,Critical
LOOM4094,49.9,6.19,1105,52.96,6.3,2105,Critical
LOOM4095,46.98,5.97,1115,54.19,6.75,2496,Critical
LOOM4096,45.82,7.53,1117,51.72,6.41,1591,Critical
LOOM4097,47.99,6.38,1118,50.06,6.4,2372,Critical
LOOM4098,46.31,7.54,1090,54.97,6.11,2047,Critical
LOOM4099,48.51,6.15,1117,52.84,6.09,2039,Critical
LOOM4100,47.26,7.02,1132,53.41,6.55,1647,Critical
LOOM4101,46.64,6.8,1084,50.52,6.39,1547,Critical
LOOM4102,46.75,7.32,1083,50.57,6.78,1705,Critical
LOOM4103,47.84,5.82,1084,53.81,6.08,1663,Critical
LOOM4104,46.16,7.92,1107,52.38,6.67,2187,Critical
LOOM4105,48.28,5.62,1115,52.67,6.1,1293,Critical
LOOM4106,49.13,6.64,1113,50.44,6.06,1345,Critical
LOOM4107,49.32,6.48,1107,50.19,6.99,2314,Critical
LOOM4108,45.46,6.2,1116,52.89,6.71,1370,Critical
LOOM4109,48.86,5.14,1119,53.28,6.92,1279,Critical
LOOM4110,45.75,6.69,1133,54.27,6.93,2027,Critical
LOOM4111,49.58,8.0,1089,54.38,6.6,1704,Critical
LOOM4112,46.46,5.37,1105,51.29,6.9,1874,Critical
LOOM4113,46.51,5.78,1099,54.98,6.21,1604,Critical
LOOM4114,45.37,5.18,1141,52.83,6.67,2194,Critical
LOOM4115,49.19,7.78,1092,51.03,6.54,1320,Critical
LOOM4116,45.4,7.36,1092,54.28,6.88,2214,Critical
LOOM4117,45.58,7.63,1092,52.91,6.31,1233,Critical
LOOM4118,49.98,5.91,1139,53.35,6.0,2266,Critical
LOOM4119,47.78,6.97,1117,50.46,6.13,2292,Critical
LOOM4120,47.3,6.9,1120,50.68,6.48,1353,Critical
LOOM4121,48.86,6.82,1135,52.38,6.51,2205,Critical
LOOM4122,46.9,7.58,1104,53.03,6.24,1363,Critical
LOOM4123,45.19,6.91,1118,53.07,6.11,1976,Critical
LOOM4124,45.61,6.73,1116,50.85,6.64,1443,Critical
LOOM4125,46.74,7.63,1089,53.55,6.08,1887,Critical
LOOM4126,46.09,5.15,1135,54.83,6.19,1336,Critical
LOOM4127,47.03,5.76,1124,51.69,7.0,1559,Critical
LOOM4128,48.79,6.49,1119,54.47,6.0,2496,Critical
LOOM4129,46.82,6.46,1088,54.67,6.47,2311,Critical
LOOM4130,47.99,6.84,1125,52.13,6.6,2237,Critical
LOOM4131,47.85,7.85,1108,54.91,6.03,1417,Critical
LOOM4132,47.95,6.89,1123,52.16,6.35,2023,Critical
LOOM4133,46.04,6.09,1144,51.48,6.15,1577,Critical
LOOM4134,47.24,7.17,1138,50.78,6.4,1940,Critical
LOOM4135,47.03,5.08,1128,54.37,6.48,1287,Critical
LOOM4136,45.42,7.58,1115,50.56,6.22,1974,Critical
LOOM4137,47.55,7.87,1133,54.31,6.26,2248,Critical
LOOM4138,47.23,7.42,1080,50.02,6.64,2043,Critical
LOOM4139,47.05,6.8,1114,54.94,6.8,1405,Critical
LOOM4140,47.43,6.61,1080,52.36,6.17,2227,Critical
LOOM4141,48.6,5.37,1100,50.7,6.14,1503,Critical
LOOM4142,45.9,6.67,1116,50.07,6.28,1869,Critical
LOOM4143,49.33,6.58,1125,55.0,6.59,1808,Critical
LOOM4144,45.16,5.82,1084,53.63,6.55,2126,Critical
LOOM4145,48.03,5.35,1127,54.45,6.1,1436,Critical
LOOM4146,49.68,6.04,1083,54.13,6.95,1843,Critical
LOOM4147,45.97,7.9,1136,54.64,6.16,2286,Critical
LOOM4148,47.96,7.77,1080,53.96,6.44,1440,Critical
LOOM4149,48.2,7.81,1126,54.78,6.56,1283,Critical
LOOM4150,47.99,6.39,1110,50.15,6.93,1235,Critical
LOOM4151,49.26,5.07,1118,50.51,6.29,1874,Critical
LOOM4152,46.21,5.23,1122,54.36,6.13,2245,Critical
LOOM4153,48.8,5.29,1113,51.44,6.56,2130,Critical
LOOM4154,46.44,7.65,1096,52.75,6.18,2244,Critical
LOOM4155,48.37,7.78,1108,50.11,6.22,1905,Critical
LOOM4156,47.49,7.74,1083,53.37,6.23,2343,Critical
LOOM4157,47.93,5.35,1098,50.49,6.82,2470,Critical
LOOM4158,48.63,7.16,1112,54.66,6.9,2024,Critical
LOOM4159,47.98,5.04,1122,52.76,6.96,2209,Critical
LOOM4160,48.92,6.78,1119,53.49,6.02,1769,Critical
LOOM4161,45.93,7.68,1080,54.17,6.6,2080,Critical
LOOM4162,47.83,5.15,1118,51.8,6.15,2444,Critical
