Temperature,Vibration,RPM,Humidity,Power,Running_Hours,status,machineId,Health
38.56,1.39,1421,53.55,3.94,270.1,Running,M0011,96.56
37.19,1.46,1420,51.48,4.26,280.98,Running,M0012,95.05
37.71,1.73,1552,45.3,4.72,542.67,Running,M0013,95.4
43.12,1.82,1411,47.63,4.47,539.52,Running,M0014,90.49
36.48,1.05,1500,51.35,4.06,214.62,Running,M0015,98.17
36.86,1.23,1478,46.81,3.91,922.62,Running,M0016,97.92
37.6,1.16,1454,47.03,3.69,312.35,Running,M0017,97.66
42.78,2.05,1421,48.12,4.68,490.58,Running,M0018,92.28
36.38,1.3,1557,50.16,3.82,668.93,Running,M0019,98.93
40.33,1.8,1378,47.46,4.39,630.3,Running,M0020,91.02
50.61,3.18,1534,49.19,5.68,428.27,Running,M0021,80.44
52.93,3.24,1436,47.65,5.69,482.26,Maintenance,M0022,78.86
42.43,1.82,1506,53.8,4.7,478.16,Running,M0023,91.82
39.83,1.81,1400,52.71,4.25,775.19,Running,M0024,91.78
48.32,2.64,1523,54.88,5.48,315.97,Running,M0025,85.26
38.65,1.37,1520,52.61,4.27,728.22,Running,M0026,95.07
34.8,1.21,1468,49.41,4.1,186.68,Running,M0027,97.92
38.39,1.38,1417,47.88,4.34,314.03,Running,M0028,97.37
39.31,1.63,1510,48.51,4.85,920.41,Running,M0029,92.26
37.85,0.98,1413,52.48,3.99,898.07,Running,M0030,97.29
40.29,1.54,1479,46.29,4.85,301.27,Running,M0031,93.86
36.12,0.94,1397,46.5,4.35,655.67,Running,M0032,99.02
37.78,1.47,1518,53.31,4.51,793.85,Running,M0033,95.03
37.43,1.36,1528,48.19,4.84,660.79,Running,M0034,94.87
35.11,0.94,1409,52.8,3.66,310.22,Running,M0035,98.39
39.9,1.64,1450,53.88,4.7,930.68,Running,M0036,92.09
37.25,1.7,1479,49.0,4.32,923.9,Running,M0037,94.7
42.19,1.6,1536,53.62,4.99,363.72,Running,M0038,92.37
42.01,1.68,1550,48.39,4.86,513.52,Running,M0039,92.15
41.68,1.81,1444,45.51,4.42,944.58,Running,M0040,92.66
42.68,1.82,1555,52.3,4.62,914.8,Running,M0041,91.12
37.49,0.92,1465,45.11,4.01,492.38,Running,M0042,98.54
35.98,1.44,1406,54.05,4.47,219.17,Running,M0043,96.81
39.17,1.67,1582,49.61,4.09,842.3,Running,M0044,95.71
37.89,0.98,1548,50.79,4.66,579.05,Running,M0045,97.99
41.58,1.57,1416,45.81,4.76,789.65,Running,M0046,92.07
37.61,1.14,1552,51.62,4.47,468.03,Running,M0047,95.97
39.82,1.64,1510,46.48,4.6,926.88,Running,M0048,91.94
36.24,0.89,1519,51.89,3.92,442.02,Running,M0049,98.85
39.51,1.66,1397,45.39,4.11,167.67,Running,M0050,93.72
35.93,0.97,1521,45.35,3.92,293.03,Running,M0051,97.43
35.58,0.86,1461,52.1,3.9,400.44,Running,M0052,99.6
42.4,1.78,1535,54.11,4.81,165.33,Running,M0053,90.52
39.37,1.63,1396,51.62,4.02,493.55,Running,M0054,96.42
40.6,1.76,1434,52.37,4.12,831.35,Running,M0055,92.47
39.73,1.55,1397,53.18,4.58,570.33,Running,M0056,92.09
38.39,1.3,1430,52.14,4.05,284.07,Running,M0057,98.15
41.64,1.63,1509,51.09,4.93,156.61,Running,M0058,91.72
40.19,1.66,1509,51.39,4.63,986.75,Running,M0059,94.32
42.58,1.74,1501,46.78,5.04,541.5,Running,M0060,91.37
42.25,1.8,1395,49.31,4.52,180.98,Running,M0061,91.74
40.55,1.71,1379,47.58,4.61,173.29,Running,M0062,91.19
38.82,1.03,1543,54.4,4.36,432.63,Running,M0063,97.65
37.41,1.45,1523,54.77,3.85,194.4,Running,M0064,96.18
42.6,2.07,1476,48.05,4.52,617.52,Running,M0065,90.58
42.91,1.83,1559,48.16,5.29,718.92,Running,M0066,89.97
44.46,2.21,1543,52.16,4.5,236.11,Running,M0067,89.77
35.64,1.08,1557,53.11,3.91,885.35,Running,M0068,98.38
35.3,1.12,1442,52.4,4.31,656.57,Running,M0069,98.29
41.12,1.95,1415,50.6,4.74,698.25,Running,M0070,90.75
54.36,3.02,1413,51.25,6.12,248.81,Maintenance,M0071,77.08
38.56,1.49,1472,54.97,4.68,742.74,Running,M0072,95.78
34.41,1.38,1459,54.96,3.63,735.98,Running,M0073,98.51
41.02,2.11,1458,48.88,4.34,216.17,Running,M0074,91.67
37.05,1.01,1576,45.87,3.84,406.44,Running,M0075,97.5
40.49,1.78,1421,53.1,4.27,359.08,Running,M0076,94.78
37.48,1.52,1498,51.76,4.05,763.18,Running,M0077,96.27
39.01,1.49,1386,48.01,4.07,856.57,Running,M0078,94.86
38.37,1.49,1532,47.15,4.12,460.24,Running,M0079,94.6
37.06,1.41,1415,52.21,4.27,314.5,Running,M0080,96.02
33.86,0.79,1595,51.57,3.95,231.44,Running,M0081,99.52
49.53,2.84,1446,48.02,5.33,514.47,Running,M0082,80.07
33.88,0.9,1423,51.71,3.71,880.53,Running,M0083,99.43
39.85,1.69,1441,47.84,3.98,602.38,Running,M0084,95.96
41.5,1.88,1394,52.96,4.44,998.94,Running,M0085,93.24
37.91,1.52,1552,45.27,4.55,471.19,Running,M0086,95.19
39.96,1.61,1462,48.96,4.23,745.06,Running,M0087,92.44
42.39,1.64,1530,54.11,4.22,246.44,Running,M0088,91.78
40.83,1.57,1519,45.44,4.96,517.49,Running,M0089,92.06
37.99,1.71,1413,54.71,4.62,957.52,Running,M0090,95.04
43.05,1.79,1468,53.54,4.78,933.69,Running,M0091,90.52
46.45,2.55,1484,52.21,5.35,599.53,Running,M0092,84.98
42.45,1.7,1410,54.16,4.76,712.54,Running,M0093,92.3
39.91,1.5,1378,48.91,5.11,705.48,Running,M0094,92.18
47.86,2.78,1551,50.18,5.31,1006.54,Running,M0095,84.56
36.74,1.3,1422,46.82,4.73,702.03,Running,M0096,95.95
37.25,1.63,1537,45.13,4.65,856.31,Running,M0097,96.08
36.76,1.38,1552,46.19,4.17,499.81,Running,M0098,99.13
39.47,1.2,1535,49.28,4.07,975.41,Running,M0099,96.73
36.4,1.05,1455,47.64,3.89,257.03,Running,M0100,98.16
35.71,1.04,1569,47.94,4.62,784.52,Running,M0001,96.64
41.03,1.41,1558,53.37,4.45,142.03,Running,M0002,94.73
38.96,1.69,1451,49.7,4.42,602.12,Running,M0003,95.47
36.89,1.37,1392,46.67,3.99,501.05,Running,M0004,96.66
39.76,1.52,1549,47.24,4.64,536.11,Running,M0005,95.21
38.2,1.42,1439,49.77,3.89,651.64,Running,M0006,96.02
36.46,1.15,1545,53.83,4.53,665.05,Running,M0007,97.99
50.1,2.76,1370,46.31,5.32,792.66,Running,M0008,82.38
41.23,1.53,1403,47.57,5.03,571.05,Running,M0009,92.85
36.41,1.02,1408,45.17,4.16,856.91,Running,M0010,98.63
36.94,1.48,1518,53.78,4.58,271.1,Running,M0011,96.55
39.43,1.74,1494,49.19,4.24,281.98,Running,M0012,95.01
37.86,1.41,1437,49.52,4.35,543.67,Running,M0013,95.38
43.39,1.94,1571,45.67,4.6,540.52,Running,M0014,90.48
35.17,1.18,1484,47.47,4.1,215.62,Running,M0015,98.15
37.34,1.0,1467,52.71,3.74,923.62,Running,M0016,97.92
36.27,1.17,1449,49.38,4.61,313.35,Running,M0017,97.62
41.48,1.97,1515,49.91,4.75,491.58,Running,M0018,92.28
34.38,1.24,1473,49.96,4.11,669.93,Running,M0019,98.92
41.19,1.96,1564,46.56,4.87,631.3,Running,M0020,90.99
51.61,3.14,1478,53.43,5.49,429.27,Running,M0021,80.43
50.64,3.36,1495,47.89,6.04,483.26,Maintenance,M0022,78.85
40.96,1.56,1494,46.7,4.21,479.16,Running,M0023,91.8
41.79,1.69,1386,52.67,5.06,776.19,Running,M0024,91.75
46.31,2.58,1368,50.11,5.33,316.97,Running,M0025,85.25
40.74,1.59,1466,50.77,4.26,729.22,Running,M0026,95.07
36.19,1.31,1520,46.62,3.72,187.68,Running,M0027,97.91
35.13,1.42,1447,54.35,3.98,315.03,Running,M0028,97.35
41.73,2.04,1425,49.78,4.7,921.41,Running,M0029,92.2
35.33,1.54,1465,46.5,4.25,899.07,Running,M0030,97.28
38.95,1.45,1579,47.17,4.63,302.27,Running,M0031,93.82
33.92,1.35,1463,54.36,4.34,656.67,Running,M0032,99.0
39.59,1.28,1421,53.53,4.48,794.85,Running,M0033,95.01
40.88,1.35,1401,51.72,4.16,661.79,Running,M0034,94.83
35.3,0.96,1438,45.94,4.05,311.22,Running,M0035,98.39
41.69,1.87,1459,51.24,4.64,931.68,Running,M0036,92.09
39.56,1.33,1392,54.62,4.13,924.9,Running,M0037,94.67
41.84,1.61,1476,54.96,4.53,364.72,Running,M0038,92.36
42.45,1.49,1498,45.05,5.08,514.52,Running,M0039,92.14
38.94,1.46,1416,47.47,4.17,945.58,Running,M0040,92.62
42.52,2.04,1513,53.01,4.72,915.8,Running,M0041,91.05
35.16,1.39,1509,47.81,4.45,493.38,Running,M0042,98.53
36.24,1.34,1477,50.7,3.96,220.17,Running,M0043,96.8
36.77,1.67,1437,54.93,4.02,843.3,Running,M0044,95.67
36.4,1.48,1554,51.78,3.79,580.05,Running,M0045,97.92
43.14,1.69,1495,50.71,4.5,790.65,Running,M0046,92.05
39.43,1.46,1543,48.29,4.28,469.03,Running,M0047,95.93
42.2,1.96,1566,48.44,5.05,927.88,Running,M0048,91.93
35.22,1.04,1455,49.81,4.11,443.02,Running,M0049,98.85
42.0,1.66,1574,48.43,4.51,168.67,Running,M0050,93.71
36.36,1.37,1514,46.99,3.85,294.03,Running,M0051,97.37
35.1,1.07,1410,50.03,3.86,401.44,Running,M0052,99.6
41.14,1.72,1484,51.81,4.29,166.33,Running,M0053,90.47
37.39,1.08,1393,52.99,4.54,494.55,Running,M0054,96.4
40.47,1.96,1391,47.78,4.22,832.35,Running,M0055,92.47
40.22,1.77,1556,48.0,4.18,571.33,Running,M0056,92.02
37.49,1.33,1465,48.3,4.18,285.07,Running,M0057,98.14
40.86,1.58,1439,54.99,4.82,157.61,Running,M0058,91.7
40.59,1.41,1566,48.16,4.29,987.75,Running,M0059,94.31
43.16,1.89,1562,52.33,4.98,542.5,Running,M0060,91.37
41.95,1.57,1453,48.16,4.92,181.98,Running,M0061,91.74
43.56,1.7,1445,48.79,4.48,174.29,Running,M0062,91.17
38.22,1.12,1527,46.84,4.07,433.63,Running,M0063,97.59
37.6,1.27,1397,54.86,4.37,195.4,Running,M0064,96.14
40.67,1.92,1433,45.22,5.04,618.52,Running,M0065,90.55
42.59,1.91,1533,52.78,4.84,719.92,Running,M0066,89.97
42.58,1.98,1526,52.8,4.49,237.11,Running,M0067,89.76
35.6,0.96,1580,51.44,4.35,886.35,Running,M0068,98.37
35.64,1.29,1416,47.04,3.82,657.57,Running,M0069,98.28
44.2,2.06,1481,50.43,4.99,699.25,Running,M0070,90.74
52.65,3.36,1384,45.26,6.03,249.81,Maintenance,M0071,77.07
40.2,1.19,1396,51.36,4.52,743.74,Running,M0072,95.78
35.35,1.14,1541,52.72,4.61,736.98,Running,M0073,98.47
42.59,1.81,1524,46.43,4.43,217.17,Running,M0074,91.66
38.46,1.51,1511,47.32,4.13,407.44,Running,M0075,97.48
37.87,1.7,1471,53.65,4.29,360.08,Running,M0076,94.73
38.54,1.3,1433,51.78,4.66,764.18,Running,M0077,96.26
39.74,1.8,1505,49.4,4.08,857.57,Running,M0078,94.82
41.25,1.3,1558,46.98,4.39,461.24,Running,M0079,94.55
38.35,1.28,1584,48.23,4.0,315.5,Running,M0080,96.0
34.58,0.87,1515,51.77,3.81,232.44,Running,M0081,99.51
50.35,2.98,1538,51.95,5.47,515.47,Running,M0082,80.04
37.23,0.8,1430,46.88,3.76,881.53,Running,M0083,99.43
37.51,1.24,1471,51.75,4.43,603.38,Running,M0084,95.94
41.6,1.84,1393,53.49,4.69,999.94,Running,M0085,93.21
40.67,1.41,1576,48.46,4.86,472.19,Running,M0086,95.16
41.25,1.87,1511,54.81,4.63,746.06,Running,M0087,92.44
40.05,2.08,1475,51.51,4.74,247.44,Running,M0088,91.73
39.87,1.85,1548,47.42,4.96,518.49,Running,M0089,92.04
39.33,1.67,1528,48.53,4.25,958.52,Running,M0090,95.02
41.34,1.85,1400,54.69,4.57,934.69,Running,M0091,90.48
45.97,2.48,1395,48.72,4.83,600.53,Running,M0092,84.94
42.95,1.68,1428,54.72,4.23,713.54,Running,M0093,92.3
43.02,1.96,1445,52.44,4.42,706.48,Running,M0094,92.16
46.56,2.35,1403,51.3,5.17,1007.54,Running,M0095,84.55
38.64,1.41,1405,49.31,3.89,703.03,Running,M0096,95.93
39.4,1.63,1572,49.03,4.23,857.31,Running,M0097,96.08
37.37,1.12,1427,46.12,3.89,500.81,Running,M0098,99.12
37.97,1.03,1497,51.43,4.08,976.41,Running,M0099,96.73
36.35,1.04,1436,53.74,4.14,258.03,Running,M0100,98.12
38.65,1.04,1555,53.4,3.97,785.52,Running,M0001,96.62
37.81,1.33,1552,51.37,4.28,143.03,Running,M0002,94.71
40.51,1.7,1499,51.33,4.6,603.12,Running,M0003,95.45
36.28,1.21,1520,48.18,4.49,502.05,Running,M0004,96.63
39.64,1.35,1506,51.69,4.08,537.11,Running,M0005,95.2
37.11,1.12,1455,45.96,4.15,652.64,Running,M0006,96.01
36.19,1.34,1407,51.95,4.39,666.05,Running,M0007,97.99
49.66,2.8,1354,49.72,5.35,793.66,Running,M0008,82.37
40.13,1.5,1398,51.73,4.47,572.05,Running,M0009,92.83
34.19,1.21,1480,48.78,3.86,857.91,Running,M0010,98.6
37.81,1.24,1436,47.16,4.73,272.1,Running,M0011,96.51
38.44,1.45,1560,45.37,3.92,282.98,Running,M0012,94.98
37.92,1.26,1411,54.76,4.78,544.67,Running,M0013,95.38
42.54,1.67,1437,48.07,5.04,541.52,Running,M0014,90.47
34.95,1.0,1464,47.39,4.28,216.62,Running,M0015,98.12
35.48,1.36,1568,48.39,3.77,924.62,Running,M0016,97.91
35.47,1.11,1450,53.73,3.75,314.35,Running,M0017,97.61
42.33,1.57,1446,45.44,4.37,492.58,Running,M0018,92.26
35.66,1.19,1432,51.75,4.54,670.93,Running,M0019,98.86
41.21,2.03,1453,54.58,4.57,632.3,Running,M0020,90.98
52.06,3.04,1536,48.6,5.54,430.27,Running,M0021,80.41
53.67,3.4,1465,49.86,5.67,484.26,Maintenance,M0022,78.85
43.46,2.0,1539,49.5,4.39,480.16,Running,M0023,91.79
41.15,1.89,1393,47.07,4.59,777.19,Running,M0024,91.72
45.17,2.33,1470,50.45,4.82,317.97,Running,M0025,85.2
39.52,1.27,1461,51.1,4.47,730.22,Running,M0026,95.06
34.97,0.97,1448,52.73,3.7,188.68,Running,M0027,97.89
37.26,1.37,1457,45.28,4.06,316.03,Running,M0028,97.35
40.46,1.92,1483,54.48,4.8,922.41,Running,M0029,92.17
36.69,0.98,1586,48.08,4.58,900.07,Running,M0030,97.28
41.69,1.82,1402,51.07,4.13,303.27,Running,M0031,93.82
37.16,1.1,1402,46.74,3.61,657.67,Running,M0032,98.96
37.46,1.31,1564,51.76,4.15,795.85,Running,M0033,95.01
37.69,1.68,1583,53.89,4.28,662.79,Running,M0034,94.81
43.2,2.35,1552,50.5,4.58,312.22,Running,M0035,88.5
40.61,1.51,1550,51.69,5.02,932.68,Running,M0036,92.06
38.93,1.7,1543,46.06,4.35,925.9,Running,M0037,94.64
39.34,2.03,1420,53.6,4.95,365.72,Running,M0038,92.32
39.34,1.91,1546,47.93,4.71,515.52,Running,M0039,92.12
40.86,1.54,1409,49.53,4.58,946.58,Running,M0040,92.58
44.02,2.09,1461,49.94,4.34,916.8,Running,M0041,91.04
34.36,0.9,1445,50.55,4.21,494.38,Running,M0042,98.51
38.3,1.62,1512,47.79,4.38,221.17,Running,M0043,96.78
40.31,1.57,1483,45.11,3.97,844.3,Running,M0044,95.62
37.21,1.23,1435,49.92,3.76,581.05,Running,M0045,97.88
41.89,1.64,1450,51.49,4.74,791.65,Running,M0046,92.05
38.93,1.4,1470,47.9,4.5,470.03,Running,M0047,95.9
40.09,2.09,1547,48.05,4.23,928.88,Running,M0048,91.92
37.35,1.05,1403,52.23,4.06,444.02,Running,M0049,98.85
51.54,3.28,1475,51.05,5.75,169.67,Maintenance,M0050,79.76
36.96,1.0,1527,49.43,4.68,295.03,Running,M0051,97.33
34.43,0.76,1504,46.11,3.81,402.44,Running,M0052,99.58
44.56,2.18,1476,51.55,4.95,167.33,Running,M0053,90.43
37.56,1.35,1426,45.82,4.67,495.55,Running,M0054,96.36
39.91,1.91,1516,46.56,5.06,833.35,Running,M0055,92.46
40.17,1.64,1377,51.78,4.16,572.33,Running,M0056,92.01
36.11,1.06,1525,49.99,4.63,286.07,Running,M0057,98.13
43.46,1.96,1567,53.94,5.16,158.61,Running,M0058,91.66
37.58,1.59,1489,46.54,4.45,988.75,Running,M0059,94.31
41.41,2.08,1554,48.48,5.18,543.5,Running,M0060,91.32
41.94,2.09,1461,51.62,4.63,182.98,Running,M0061,91.73
43.79,1.58,1397,48.02,4.83,175.29,Running,M0062,91.16
36.27,1.0,1465,48.45,4.62,434.63,Running,M0063,97.59
39.02,1.14,1556,52.03,4.42,196.4,Running,M0064,96.13
42.24,2.02,1423,45.45,4.66,619.52,Running,M0065,90.55
41.17,1.84,1471,53.59,4.7,720.92,Running,M0066,89.95
42.13,1.85,1398,48.33,4.89,238.11,Running,M0067,89.73
36.66,1.18,1586,46.52,3.66,887.35,Running,M0068,98.32
37.0,1.28,1421,50.64,4.3,658.57,Running,M0069,98.26
43.93,1.81,1372,51.87,5.15,700.25,Running,M0070,90.67
54.7,3.35,1388,54.57,6.23,250.81,Maintenance,M0071,77.05
39.09,1.18,1578,45.91,4.51,744.74,Running,M0072,95.76
36.41,1.14,1480,46.66,3.84,737.98,Running,M0073,98.46
39.79,1.97,1466,46.18,4.69,218.17,Running,M0074,91.62
36.27,1.25,1436,54.36,4.7,408.44,Running,M0075,97.48
39.95,1.32,1528,51.56,4.77,361.08,Running,M0076,94.66
36.97,1.12,1543,49.98,4.79,765.18,Running,M0077,96.22
39.31,1.29,1536,48.97,4.5,858.57,Running,M0078,94.75
38.21,1.48,1559,47.36,4.44,462.24,Running,M0079,94.47
39.08,1.2,1447,46.08,4.37,316.5,Running,M0080,96.0
36.5,1.3,1432,51.55,3.96,233.44,Running,M0081,99.5
52.49,2.72,1539,45.12,5.73,516.47,Running,M0082,80.02
36.44,0.83,1466,53.67,4.08,882.53,Running,M0083,99.42
37.8,1.44,1457,52.25,4.53,604.38,Running,M0084,95.86
41.96,1.52,1545,54.22,4.3,1000.94,Running,M0085,93.18
37.48,1.66,1508,49.78,4.84,473.19,Running,M0086,95.14
39.99,1.99,1481,46.08,4.78,747.06,Running,M0087,92.43
42.95,1.63,1391,52.0,4.88,248.44,Running,M0088,91.68
42.59,1.86,1549,53.57,5.05,519.49,Running,M0089,92.01
37.19,1.46,1484,52.9,4.63,959.52,Running,M0090,95.02
42.62,1.8,1433,51.29,4.52,935.69,Running,M0091,90.47
46.3,2.6,1539,52.19,5.39,601.53,Running,M0092,84.88
42.05,1.78,1563,54.5,4.47,714.54,Running,M0093,92.3
42.98,1.82,1491,53.24,4.97,707.48,Running,M0094,92.13
48.85,2.74,1506,51.45,5.54,1008.54,Running,M0095,84.54
37.66,1.43,1402,48.3,3.88,704.03,Running,M0096,95.92
37.42,1.28,1540,54.76,4.51,858.31,Running,M0097,96.06
36.19,1.11,1485,54.07,4.36,501.81,Running,M0098,99.12
37.89,1.15,1413,47.46,4.6,977.41,Running,M0099,96.72
37.21,1.04,1442,45.65,4.13,259.03,Running,M0100,98.07
